期号,first1,first2,first3,first4,first5,last1,last2,一等奖注数,一等奖奖金(元),二等奖注数,二等奖奖金(元),销售额(元),奖池奖金（元）,开奖日期,1~2,2~3,3~4,4~5,last1~last2
17008,3,4,9,25,32,2,4,4,16000000.0,73,294145.0,184148162,3299550616.02,2017-01-18,1,5,16,7,2
17007,8,11,17,25,27,2,4,3,10000000.0,72,262312.0,185767086,3283292218.98,2017-01-16,3,6,8,2,2
17006,4,6,23,32,33,5,6,13,6247111.0,147,101790.0,206891305,3269026898.62,2017-01-14,2,17,9,1,1
17005,5,9,20,26,35,2,11,0,0.0,94,199627.0,188095935,3313392877.03,2017-01-11,4,11,6,9,9
17004,5,8,11,28,31,6,7,4,8648787.0,115,118158.0,186673580,3269100289.67,2017-01-09,3,3,17,3,1
17003,3,5,6,13,22,9,12,3,16000000.0,53,338228.0,206276983,3270524644.52,2017-01-07,2,1,7,9,3
17002,7,12,14,31,34,9,11,1,10000000.0,126,151252.0,192781724,3252308112.02,2017-01-04,5,2,17,3,2
17001,7,9,20,31,33,8,10,8,6898280.0,110,130446.0,186624920,3214884037.2,2017-01-02,2,11,11,2,2
16154,6,16,17,21,29,4,6,15,10767995.0,141,161676.0,226398958,3235556086.6,2016-12-31,10,1,4,8,2
16153,13,18,25,29,35,3,11,0,0.0,80,256608.0,196228015,3271932474.53,2016-12-28,5,7,4,6,8
16152,8,17,22,24,30,5,11,4,15830752.0,106,150163.0,194727932,3224085510.27,2016-12-26,9,5,2,6,6
16151,4,7,11,14,21,5,12,8,12422718.0,124,142892.0,219111783,3219661079.76,2016-12-24,3,4,3,7,7
16150,1,10,18,24,29,7,10,125,8004544.0,3034,24000.0,188065956,3229738187.76,2016-12-21,9,8,6,5,3
16149,1,2,3,12,33,4,9,3,16000000.0,128,117760.0,189963373,3816313703.68,2016-12-19,1,1,9,21,5
16148,5,14,15,23,25,6,8,3,10000000.0,88,217699.0,210580973,3806985330.35,2016-12-17,9,1,8,2,2
16147,7,19,20,28,30,4,12,31,8569886.0,535,24000.0,186538144,3791177687.77,2016-12-14,12,1,8,2,8
16146,21,22,25,29,34,1,11,5,15004529.0,63,291942.0,191944792,3915756735.85,2016-12-12,1,3,4,5,10
16145,1,9,11,17,28,3,8,4,8669836.0,395,39224.0,209502660,3913126519.29,2016-12-10,8,2,6,11,5
16144,4,5,13,22,31,5,10,3,10000000.0,92,181456.0,191810527,3914443711.99,2016-12-07,1,8,9,9,5
16143,4,6,22,27,31,6,7,4,16000000.0,74,232116.0,188839857,3904182884.57,2016-12-05,2,16,5,4,1
16142,1,6,17,23,26,6,12,1,10000000.0,66,329649.0,208883904,3899078594.62,2016-12-03,5,11,6,3,6
16141,2,6,7,19,28,11,12,4,16000000.0,107,168625.0,193465971,3857570669.9,2016-11-30,4,1,12,9,1
16140,12,16,23,29,34,4,11,9,7220551.0,149,126569.0,188081802,3845393921.81,2016-11-28,4,7,6,5,7
16139,13,21,30,31,35,1,8,1,10000000.0,58,360700.0,200772078,3864958511.07,2016-11-26,8,9,1,4,7
16138,12,13,16,29,35,5,11,3,16000000.0,54,362148.0,179140283,3826489199.9,2016-11-23,1,3,13,6,6
16137,7,20,23,29,34,2,10,2,10000000.0,77,190817.0,181006344,3807220445.9,2016-11-21,13,3,6,5,8
16136,5,6,7,19,23,4,11,2,10000000.0,817,24230.0,204254202,3791740200.73,2016-11-19,1,1,12,4,7
16135,1,10,12,18,35,1,12,2,10000000.0,66,296353.0,187947049,3770081323.99,2016-11-16,9,2,6,17,11
16134,1,3,31,32,34,2,7,3,10000000.0,78,261496.0,185722161,3741306383.48,2016-11-14,2,28,1,2,5
16133,1,4,5,23,28,5,9,6,13929696.0,48,382244.0,203224114,3724999633.06,2016-11-12,3,1,18,5,4
16132,4,18,19,22,35,1,2,3,16000000.0,51,389737.0,180524624,3726472243.16,2016-11-09,14,1,3,13,1
16131,6,13,25,28,30,2,7,8,11334374.0,127,117128.0,172418049,3705987913.84,2016-11-07,7,12,3,2,5
16130,11,23,32,33,34,1,12,10,7114758.0,88,235408.0,200057806,3722891036.08,2016-11-05,12,9,1,1,11
16129,7,8,19,30,35,8,9,4,15509480.0,117,138328.0,180262598,3745975912.37,2016-11-02,1,11,11,5,1
16128,17,20,22,30,33,7,8,5,8206736.0,110,138819.0,178307590,3742471490.1,2016-10-31,3,2,8,3,1
16127,1,5,15,24,26,9,10,3,16000000.0,31,589156.0,192473077,3747064984.52,2016-10-29,4,10,9,2,1
16126,11,13,16,19,24,6,8,5,14310212.0,65,273924.0,176733833,3727343868.72,2016-10-26,2,3,3,5,2
16125,6,7,8,28,30,1,2,1,10000000.0,117,168254.0,179128075,3727254222.34,2016-10-24,1,1,20,2,1
16124,4,13,24,26,29,8,11,0,0.0,47,373145.0,191410193,3693174707.28,2016-10-22,9,11,2,3,3
16123,4,5,13,20,32,1,10,0,0.0,88,223827.0,179976965,3651778795.1,2016-10-19,1,8,7,12,9
16122,1,3,12,14,29,2,6,0,0.0,51,367700.0,178700027,3603748957.96,2016-10-17,2,9,2,15,4
16121,4,5,8,15,20,1,6,6,12977569.0,79,204907.0,196550154,3559509834.29,2016-10-15,1,3,7,5,5
16120,3,10,20,32,34,4,7,5,8218445.0,56,272172.0,177521772,3565337019.44,2016-10-12,7,10,12,2,3
16119,2,3,9,21,22,5,10,5,13717512.0,105,140368.0,175765163,3569855994.48,2016-10-10,1,6,12,1,5
16118,12,15,18,24,29,3,11,3,16000000.0,166,105388.0,195629351,3571935089.08,2016-10-08,3,3,6,5,8
16117,3,9,14,16,23,2,9,6,12283131.0,44,320660.0,159626154,3557096623.84,2016-10-05,6,5,2,7,7
16116,4,6,8,19,34,10,12,2,10000000.0,28,571401.0,157717027,3566017216.24,2016-10-03,2,2,11,15,2
16115,1,4,15,31,34,2,11,0,0.0,50,366782.0,188778020,3547923720.07,2016-10-01,3,11,16,3,9
16114,16,17,20,32,33,3,7,7,11932942.0,40,384744.0,173340048,3502839877.72,2016-09-28,1,3,12,1,4
16113,10,11,17,30,34,3,12,3,10000000.0,76,239670.0,177637883,3515191923.33,2016-09-26,1,6,13,4,9
16112,7,22,23,31,32,4,5,1,10000000.0,95,209528.0,199351193,3502750201.33,2016-09-24,15,1,8,1,1
16111,4,9,22,26,27,2,12,2,16000000.0,127,138540.0,181731808,3467679525.4,2016-09-21,5,13,4,1,10
16110,7,20,21,23,30,7,10,9,10835396.0,101,148776.0,179311987,3442910758.46,2016-09-19,13,1,2,7,3
16109,3,25,28,31,34,11,12,2,10000000.0,65,317982.0,193626665,3466514047.74,2016-09-17,22,3,3,3,1
16108,10,17,22,23,25,7,9,9,10467696.0,157,81275.0,173106306,3437657318.35,2016-09-14,7,5,1,2,2
16107,2,6,19,24,26,4,6,13,10571400.0,59,280515.0,174509999,3462561196.64,2016-09-12,4,13,5,2,2
16106,3,21,30,33,35,1,4,9,11699908.0,218,84449.0,191510252,3493879603.26,2016-09-10,18,9,3,2,3
16105,8,11,31,34,35,1,2,1,10000000.0,65,277408.0,175645150,3509923337.4,2016-09-07,3,20,3,1,1
16104,1,20,22,23,30,6,7,3,10000000.0,59,314137.0,176312231,3475855899.77,2016-09-05,19,2,1,7,1
16103,5,14,20,23,29,3,11,3,10000000.0,107,172475.0,196977631,3461843842.38,2016-09-03,9,6,3,6,8
16102,3,5,6,34,35,3,12,0,0.0,77,248860.0,177794219,3449353717.99,2016-08-31,2,1,28,1,9
16101,4,6,28,33,35,7,12,1,10000000.0,29,607072.0,176690621,3405154941.26,2016-08-29,2,22,5,2,5
16100,8,12,19,26,30,2,12,1,10000000.0,173,107616.0,194558808,3372470173.04,2016-08-27,4,7,7,4,10
16099,3,4,12,14,27,1,5,2,16000000.0,48,366980.0,176499869,3337125371.1,2016-08-24,1,8,2,13,4
16098,8,9,11,20,29,4,5,6,12209577.0,152,90728.0,174126611,3309928561.74,2016-08-22,1,2,9,9,1
16097,6,8,18,31,33,10,12,1,10000000.0,70,292112.0,194470665,3318516210.7,2016-08-20,2,10,13,2,2
16096,1,6,8,12,21,5,10,10,11648435.0,92,198014.0,176201944,3279830818.81,2016-08-17,5,2,4,9,5
16095,8,12,18,19,21,3,6,4,15646518.0,132,114660.0,172149445,3296613494.39,2016-08-15,4,6,1,2,3
16094,1,14,16,17,18,5,7,8,12242342.0,70,289249.0,193668600,3293149626.85,2016-08-13,13,2,1,1,2
16093,1,8,14,30,35,6,7,5,8033290.0,132,109569.0,174774485,3305502727.35,2016-08-10,7,6,16,5,1
16092,2,13,31,33,34,7,11,2,10000000.0,66,275550.0,175425164,3311199962.86,2016-08-08,11,18,2,1,4
16091,8,13,17,21,22,2,8,3,10000000.0,60,308907.0,194108585,3290154296.34,2016-08-06,5,4,4,1,6
16090,4,6,8,28,32,7,12,1,10000000.0,46,364913.0,177705779,3277357768.85,2016-08-03,2,2,20,4,5
16089,7,14,17,28,34,7,10,0,0.0,72,229720.0,173986818,3245924700.07,2016-08-01,7,3,11,6,3
16088,4,6,17,21,30,6,11,1,10000000.0,62,251804.0,191906681,3206441463.20,2016-07-30,2,11,4,9,5
16087,3,16,17,23,25,7,9,3,16000000.0,75,221832.0,173941407,3178408229.18,2016-07-27,13,1,6,2,2
16086,3,5,22,25,30,7,9,3,16000000.0,60,262100.0,170252092,3165240870.86,2016-07-25,2,17,3,5,2
16085,14,15,27,31,32,1,7,51,8568721.0,145,121816.0,188292705,3154382762.05,2016-07-23,1,12,4,1,6
16084,8,12,15,26,35,1,8,0,0.0,45,390718.0,168397590,3379034576.21,2016-07-20,4,3,11,9,7
16083,1,5,9,33,35,1,5,8,11317483.0,132,114286.0,172863465,3337317109.38,2016-07-18,4,4,24,2,4
16082,3,8,23,28,29,2,7,7,12273441.0,106,163662.0,189939641,3354316977.49,2016-07-16,5,15,5,1,5
16081,6,7,18,21,33,3,8,1,10000000.0,112,150588.0,171324058,3364881401.67,2016-07-13,1,11,3,12,5
16080,15,20,29,30,33,7,12,4,9120909.0,76,214072.0,173241722,3336763346,2016-07-11,5,9,1,3,5
16079,7,14,15,20,27,5,10,3,16000000.0,84,233299.0,192640889,3335784172.26,2016-07-09,7,1,5,7,5
16078,7,18,29,31,35,5,11,2,16000000.0,79,240966.0,176031216,3316339129.30,2016-07-06,11,11,2,4,6
16077,9,11,14,16,35,2,5,1,10000000.0,29,579313.0,- -,- -,2016-07-04,2,3,2,19,3
16076,3,8,10,17,31,5,6,4,9767946.0,66,277406.0,- -,- -,2016-07-02,5,2,7,14,1
16075,3,7,17,22,31,8,12,5,14809966.0,73,261265.0,- -,- -,2016-06-29,4,10,5,9,4
16074,1,5,7,11,14,3,8,0,0.0,34,492985.0,- -,- -,2016-06-27,4,2,4,3,5
16073,7,14,17,24,27,8,10,12,10588676.0,304,56731.0,- -,- -,2016-06-25,7,3,7,3,2
16072,16,20,24,26,31,4,9,2,10000000.0,49,313729.0,- -,- -,2016-06-22,4,4,2,5,5
16071,8,15,19,20,33,7,12,0,0.0,120,144281.0,- -,- -,2016-06-20,7,4,1,13,5
16070,2,9,13,19,23,5,7,3,16000000.0,80,247769.0,- -,- -,2016-06-18,7,4,6,4,2
16069,14,17,19,23,30,2,9,0,0.0,60,276630.0,- -,- -,2016-06-15,3,2,4,7,7
16068,5,7,22,26,34,7,12,2,10000000.0,96,168107.0,- -,- -,2016-06-13,2,15,4,8,5
16067,2,8,11,13,19,2,8,9,10935081.0,75,189161.0,- -,- -,2016-06-11,6,3,2,6,6
16066,10,28,29,31,33,5,11,2,10000000.0,49,349166.0,- -,- -,2016-06-08,18,1,2,2,6
16065,1,9,18,22,24,11,12,3,16000000.0,55,361448.0,- -,- -,2016-06-06,8,9,4,2,1
16064,1,2,10,18,35,5,11,1,10000000.0,124,189225.0,- -,- -,2016-06-04,1,8,8,17,6
16063,8,12,22,27,35,5,9,26,9345376.0,88,198436.0,- -,- -,2016-06-01,4,10,5,8,4
16062,2,10,14,15,35,1,9,1,10000000.0,97,217179.0,- -,- -,2016-05-30,8,4,1,20,8
16061,9,15,17,21,23,7,12,4,16000000.0,75,307673.0,- -,- -,2016-05-28,6,2,4,2,5
16060,2,6,22,27,34,8,11,2,16000000.0,35,641275.0,- -,- -,2016-05-25,4,16,5,7,3
16059,2,10,27,28,33,5,7,2,10000000.0,95,229070.0,- -,- -,2016-05-23,8,17,1,5,2
16058,2,15,17,23,28,5,9,6,15569665.0,62,400564.0,- -,- -,2016-05-21,13,2,6,5,4
16057,8,17,19,23,30,3,8,11,11204219.0,130,142611.0,- -,- -,2016-05-18,9,2,4,7,5
16056,10,12,14,31,35,4,5,3,10000000.0,133,158891.0,- -,- -,2016-05-16,2,2,17,4,1
16055,6,21,27,30,34,4,9,1,10000000.0,82,252923.0,- -,- -,2016-05-14,15,6,3,4,5
16054,2,5,9,21,30,6,7,1,10000000.0,86,226825.0,- -,- -,2016-05-11,3,4,12,9,1
16053,4,13,15,30,35,3,5,0,0.0,55,371633.0,- -,- -,2016-05-09,9,2,15,5,2
16052,8,14,19,20,33,10,11,5,15883462.0,247,84156.0,- -,- -,2016-05-07,6,5,1,13,1
16051,16,21,23,24,32,7,8,2,16000000.0,42,515118.0,- -,- -,2016-05-04,5,2,1,8,1
16050,7,17,21,29,35,4,5,0,0.0,66,319089.0,- -,- -,2016-05-02,10,4,8,6,1
16049,3,4,5,27,33,4,9,4,16000000.0,50,495625.0,- -,- -,2016-04-30,1,1,22,6,5
16048,4,12,17,25,27,4,10,9,10945760.0,644,24764.0,- -,- -,2016-04-27,8,5,8,2,6
16047,2,3,23,29,32,5,9,4,16000000.0,85,242936.0,- -,- -,2016-04-25,1,20,6,3,4
16046,3,19,22,32,34,8,12,1,10000000.0,81,336131.0,- -,- -,2016-04-23,16,3,10,2,4
16045,7,11,25,30,33,2,8,3,16000000.0,118,135424.0,- -,- -,2016-04-20,4,14,5,3,6
16044,1,6,10,20,31,5,11,1,10000000.0,64,352270.0,- -,- -,2016-04-18,5,4,10,11,6
16043,1,9,16,33,34,9,12,2,10000000.0,79,321046.0,- -,- -,2016-04-16,8,7,17,1,3
16042,2,6,8,19,24,1,6,7,14027291.0,51,490910.0,- -,- -,2016-04-13,4,2,11,5,5
16041,12,23,24,27,34,3,6,6,13259153.0,71,228086.0,- -,- -,2016-04-11,11,1,3,7,3
16040,20,22,29,30,35,1,6,2,10000000.0,118,157745.0,- -,- -,2016-04-09,2,7,1,5,5
16039,1,8,16,22,28,4,5,1,10000000.0,163,90622.0,- -,- -,2016-04-06,7,8,6,6,1
16038,3,7,9,15,33,5,12,1,10000000.0,34,464680.0,- -,- -,2016-04-04,4,2,6,18,7
16037,3,5,13,24,34,3,5,4,9893072.0,45,400968.0,- -,- -,2016-04-02,2,8,11,10,2
16036,7,15,26,30,31,3,6,2,10000000.0,89,178392.0,- -,- -,2016-03-30,8,11,4,1,3
16035,17,22,24,25,29,9,12,0,0.0,38,430904.0,- -,- -,2016-03-28,5,2,1,4,3
16034,14,18,31,32,35,9,10,3,10000000.0,47,421737.0,- -,- -,2016-03-26,4,13,1,3,1
16033,3,14,15,31,35,9,10,2,10000000.0,69,235814.0,- -,- -,2016-03-23,11,1,16,4,1
16032,5,9,14,20,33,5,12,3,16000000.0,66,259068.0,- -,- -,2016-03-21,4,5,6,13,7
16031,3,14,24,27,29,4,11,4,16000000.0,76,251734.0,- -,- -,2016-03-19,11,10,3,2,7
16030,10,19,21,29,33,4,6,8,11707084.0,78,187840.0,- -,- -,2016-03-16,9,2,8,4,2
16029,20,26,27,29,32,5,12,4,13134384.0,57,191673.0,- -,- -,2016-03-14,6,1,2,3,7
16028,13,18,20,23,31,3,6,2,10000000.0,50,340400.0,- -,- -,2016-03-12,5,2,3,8,3
16027,6,11,13,15,28,2,6,1,10000000.0,46,320617.0,- -,- -,2016-03-09,5,2,2,13,4
16026,2,6,29,30,34,1,7,2,10000000.0,38,458092.0,- -,- -,2016-03-07,4,23,1,4,6
16025,3,6,13,23,24,7,10,8,10907974.0,136,96904.0,- -,- -,2016-03-05,3,7,10,1,3
16024,1,2,11,15,18,4,8,3,10000000.0,36,469473.0,- -,- -,2016-03-02,1,9,4,3,4
16023,4,9,14,25,27,6,11,4,15968846.0,42,391196.0,- -,- -,2016-02-29,5,5,11,2,5
16022,4,18,21,30,35,2,11,7,13316182.0,74,274059.0,- -,- -,2016-02-27,14,3,9,5,9
16021,1,4,9,10,35,9,11,4,16000000.0,28,691673.0,- -,- -,2016-02-24,3,5,1,25,2
16020,1,16,22,29,30,2,9,3,10000000.0,64,271272.0,- -,- -,2016-02-22,15,6,7,1,7
16019,4,11,15,20,26,8,9,5,13601558.0,153,103192.0,- -,- -,2016-02-20,7,4,5,6,1
16018,5,10,13,27,33,8,11,10,10553508.0,130,121113.0,- -,- -,2016-02-17,5,3,14,6,3
16017,11,18,24,28,29,5,10,1,10000000.0,43,325308.0,- -,- -,2016-02-15,7,6,4,1,5
16016,3,10,22,29,32,2,5,0,0.0,148,156416.0,- -,- -,2016-02-06,7,12,7,3,3
16015,1,4,10,13,30,3,9,1,10000000.0,66,201728.0,- -,- -,2016-02-03,3,6,3,17,6
16014,6,8,21,24,27,2,10,1,10000000.0,46,349414.0,- -,- -,2016-02-01,2,13,3,3,8
16013,3,21,23,31,35,2,11,5,15330371.0,51,394689.0,- -,- -,2016-01-30,18,2,8,4,9
16012,5,7,11,23,28,3,12,4,15884392.0,88,193524.0,- -,- -,2016-01-27,2,4,12,5,9
16011,2,8,10,15,23,5,10,5,13528988.0,63,243380.0,- -,- -,2016-01-25,6,2,5,8,5
16010,12,13,15,16,28,2,5,7,12713865.0,43,439635.0,- -,- -,2016-01-23,1,2,1,12,3
16009,5,8,10,17,20,2,12,3,16000000.0,84,204756.0,- -,- -,2016-01-20,3,2,7,3,10
16008,5,12,31,34,35,4,5,4,14177916.0,98,135998.0,- -,- -,2016-01-18,7,19,3,1,1
16007,2,5,14,32,35,1,3,0,0.0,42,486382.0,- -,- -,2016-01-16,3,9,18,3,2
16006,14,16,17,22,24,2,9,6,14411532.0,38,476889.0,- -,- -,2016-01-13,2,1,5,2,7
16005,6,9,12,15,20,8,11,8,11074308.0,207,69628.0,- -,- -,2016-01-11,3,3,3,5,3
16004,10,20,23,32,35,9,10,1,10000000.0,58,354545.0,- -,- -,2016-01-09,10,3,9,3,1
16003,4,12,17,22,26,6,7,5,14063243.0,75,202481.0,- -,- -,2016-01-06,8,5,5,4,1
16002,7,12,18,25,35,7,9,2,10000000.0,138,121609.0,- -,- -,2016-01-04,5,6,7,10,2
16001,1,7,19,20,30,5,10,0,0.0,103,145441.0,- -,- -,2016-01-02,6,12,1,10,5
15153,1,7,22,27,33,2,11,5,15736289.0,66,293428.0,- -,- -,2015-12-30,6,15,5,6,9
15152,4,5,22,29,35,2,11,1,10000000.0,40,432611.0,- -,- -,2015-12-28,1,17,7,6,9
15151,15,16,18,30,35,1,7,3,16000000.0,63,310822.0,- -,2137475851,2015-12-26,1,2,12,5,6
15150,4,13,18,25,33,3,7,4,8586173.0,70,192008.0,- -,2118309429,2015-12-23,9,5,7,8,4
15149,4,6,10,12,28,2,8,1,10000000.0,55,306518.0,- -,2120052540,2015-12-21,2,4,2,16,6
15148,8,11,27,31,33,8,9,6,13261241.0,45,332726.0,- -,2090620190,2015-12-19,3,16,4,2,1
15147,1,2,13,18,19,8,10,0,0.0,265,62625.0,- -,2094531807,2015-12-16,1,11,5,1,2
15146,4,15,19,27,31,4,11,8,7328084.0,82,219651.0,- -,2058880835,2015-12-14,11,4,8,4,7
15145,6,7,20,29,32,11,12,0,0.0,81,230057.0,- -,2075176701,2015-12-12,1,13,9,3,1
15144,1,9,24,26,29,6,11,8,11560904.0,67,227761.0,- -,2031681187,2015-12-09,8,15,2,3,5
15143,9,20,31,33,35,10,11,0,0.0,49,351006.0,- -,2047286906,2015-12-07,11,11,2,2,1
15142,12,14,22,26,30,3,6,2,16000000.0,44,378558.0,- -,2006518972,2015-12-05,2,8,4,4,3
15141,2,4,15,19,31,2,3,2,10000000.0,47,343340.0,- -,1982691329,2015-12-02,2,11,4,12,1
15140,1,11,15,26,35,6,11,2,10000000.0,46,325395.0,- -,1964244295,2015-11-30,10,4,11,9,5
15139,2,3,5,25,32,5,7,5,15413420.0,67,273044.0,- -,1947298377,2015-11-28,1,2,20,7,2
15138,1,16,20,29,32,4,7,1,10000000.0,23,733993.0,- -,1943530802,2015-11-25,15,4,9,3,3
15137,14,17,21,23,26,8,11,7,10670294.0,190,53643.0,- -,1912625918,2015-11-23,3,4,2,3,3
15136,5,20,23,29,32,2,10,0,0.0,39,501609.0,- -,1931606870,2015-11-21,15,3,6,3,8
15135,5,16,20,25,29,6,8,4,13321753.0,69,164825.0,- -,1885887140,2015-11-18,11,4,5,4,2
15134,1,2,6,15,35,4,7,1,10000000.0,53,266120.0,- -,1888647564,2015-11-16,1,4,9,20,3
15133,3,7,8,25,30,4,8,2,10000000.0,95,172078.0,- -,1864412215,2015-11-14,4,1,17,5,4
15132,3,8,14,18,27,1,5,7,11548700.0,103,123371.0,- -,1847218046,2015-11-11,5,6,4,9,4
15131,11,17,19,20,27,2,3,1,10000000.0,40,414201.0,- -,1859845621,2015-11-09,6,2,1,7,1
15130,17,25,31,32,34,2,12,0,0.0,46,359254.0,- -,1829288227,2015-11-07,8,6,1,2,10
15129,1,6,23,25,29,3,9,0,0.0,72,259547.0,- -,1787749312,2015-11-04,5,17,2,4,6
15128,10,12,23,30,32,3,4,0,0.0,71,224886.0,- -,1745843042,2015-11-02,2,11,7,2,1
15127,9,11,14,19,30,3,8,2,10000000.0,69,240667.0,- -,1707307787,2015-10-31,2,3,5,11,5
15126,4,5,8,9,21,3,6,3,16000000.0,52,309878.0,- -,1688575292,2015-10-28,1,3,1,12,3
15125,2,3,15,17,28,8,10,0,0.0,81,165614.0,- -,1676808840,2015-10-26,1,12,2,11,2
15124,4,6,12,31,32,3,6,2,16000000.0,63,293062.0,- -,1644462021,2015-10-24,2,6,19,1,3
15123,4,15,27,29,30,2,10,2,10000000.0,37,447854.0,- -,1617571033,2015-10-21,11,12,2,1,8
15122,11,13,15,26,35,6,11,2,16000000.0,48,356662.0,- -,1598150469,2015-10-19,2,2,11,9,5
15121,2,4,17,27,28,4,6,1,10000000.0,89,198684.0,- -,1574025843,2015-10-17,2,13,10,1,2
15120,1,9,15,24,32,5,10,17,8457657.0,186,24000.0,- -,1542943366,2015-10-14,8,6,9,8,5
15119,1,8,12,16,21,6,11,2,10000000.0,88,159107.0,- -,1612482645,2015-10-12,7,4,4,5,5
15118,3,7,20,24,31,4,9,1,10000000.0,39,375340.0,- -,1598506448,2015-10-10,4,13,4,7,5
15117,6,17,20,30,33,10,11,1,10000000.0,32,452208.0,- -,1571949674,2015-10-07,11,3,10,3,1
15116,7,10,19,24,33,3,7,1,10000000.0,150,91708.0,- -,1546620811,2015-10-05,3,9,5,9,4
15115,8,12,13,14,16,3,9,2,10000000.0,64,212792.0,- -,1524904832,2015-10-03,4,1,1,2,6
15114,9,18,24,31,34,2,10,2,10000000.0,37,459859.0,- -,1512320825,2015-09-30,9,6,7,3,8
15113,1,14,21,29,33,2,10,1,10000000.0,69,213083.0,- -,1491364543,2015-09-28,13,7,8,4,8
15112,4,5,15,19,28,4,11,12,6132899.0,100,133609.0,- -,1466183380,2015-09-26,1,10,4,9,7
15111,7,8,16,24,28,3,10,2,16000000.0,54,233107.0,- -,1508880896,2015-09-23,1,8,8,4,7
15110,2,7,10,22,30,7,11,5,14074110.0,107,145860.0,- -,1495014019,2015-09-21,5,3,12,8,4
15109,1,6,11,22,31,3,12,1,10000000.0,40,467372.0,- -,1495720964,2015-09-19,5,5,11,9,9
15108,1,13,16,26,31,7,12,1,10000000.0,41,400742.0,- -,1462391575,2015-09-16,12,3,10,5,5
15107,3,23,25,28,29,6,7,3,15489760.0,101,118811.0,- -,1433360911,2015-09-14,20,2,3,1,1
15106,2,11,13,22,30,2,3,3,10000000.0,95,174686.0,- -,1430870722,2015-09-12,9,2,9,8,1
15105,8,9,15,21,27,5,9,12,10008848.0,103,122008.0,- -,1420929062,2015-09-09,1,6,6,6,4
15104,16,19,25,30,34,4,9,4,9165291.0,43,372836.0,- -,1456310407,2015-09-07,3,6,5,4,5
15103,7,9,15,25,34,4,10,5,13151544.0,63,231643.0,- -,1455105281,2015-09-05,2,6,10,9,6
15102,11,14,15,33,34,3,12,3,10000000.0,51,318057.0,- -,1459255310,2015-09-02,3,1,18,1,9
15101,6,12,17,18,32,7,12,3,16000000.0,88,181022.0,- -,1449994950,2015-08-31,6,5,1,14,5
15100,9,15,18,23,32,5,7,0,0.0,83,191860.0,- -,1439790281,2015-08-29,6,3,5,9,2
15099,9,12,14,22,25,5,10,1,10000000.0,80,190049.0,- -,1401717848,2015-08-26,3,2,8,3,5
15098,9,14,21,27,33,6,9,5,7392129.0,162,71299.0,- -,1376083288,2015-08-24,5,7,6,6,3
15097,4,16,17,26,27,1,4,15,9592756.0,396,32737.0,- -,1385860648,2015-08-22,12,1,9,1,3
15096,3,9,12,18,21,2,6,5,12958491.0,106,132353.0,- -,1435883288,2015-08-19,6,3,6,3,4
15095,8,14,26,34,35,5,10,2,10000000.0,73,152489.0,- -,1440739717,2015-08-17,6,12,8,1,5
15094,2,3,10,11,29,3,7,9,11598428.0,69,226238.0,- -,1435245222,2015-08-15,1,7,1,18,4
15093,16,17,25,26,27,2,4,3,8805364.0,130,85888.0,- -,1451063553,2015-08-12,1,8,1,1,2
15092,2,14,21,27,34,5,8,3,16000000.0,52,271480.0,- -,1451533975,2015-08-10,12,7,6,7,3
15091,2,7,28,29,30,3,7,20,9123601.0,116,97134.0,- -,1443881668,2015-08-08,5,21,1,1,4
15090,6,9,11,17,21,6,8,5,12863096.0,99,135878.0,- -,1512866237,2015-08-05,3,2,6,4,2
15089,5,12,18,20,27,10,12,0,0.0,69,204753.0,- -,1518071721,2015-08-03,7,6,2,7,2
15088,5,15,28,31,34,11,12,4,16000000.0,31,609924.0,- -,1483412687,2015-08-01,10,13,3,3,1
15087,2,5,15,17,22,1,11,4,16000000.0,39,418603.0,- -,1470621295,2015-07-29,3,10,2,5,10
15086,5,9,11,15,32,4,9,2,9941256.0,65,145196.0,- -,1464467336,2015-07-27,4,2,4,17,5
15085,2,3,4,6,16,3,12,1,10000000.0,57,338672.0,- -,1461889590,2015-07-25,1,1,2,10,9
15084,10,20,21,32,34,6,7,2,10000000.0,78,180662.0,- -,1426556903,2015-07-22,10,1,11,2,1
15083,14,16,19,25,29,10,12,1,10000000.0,34,453000.0,- -,1413999921,2015-07-20,2,3,6,4,2
15082,8,15,28,31,33,3,6,0,0.0,84,153472.0,- -,1386721781,2015-07-18,7,13,3,2,3
15081,3,4,10,13,17,5,9,3,9998951.0,34,414182.0,- -,1354908004,2015-07-15,1,6,3,4,4
15080,14,20,29,30,32,3,8,22,8316622.0,135,29016.0,- -,1350821094,2015-07-13,6,9,1,2,5
15079,1,9,17,23,24,4,5,4,16000000.0,63,296459.0,- -,1449582407,2015-07-11,8,8,6,1,1
15078,19,24,26,28,33,1,2,2,16000000.0,41,460936.0,- -,1439120707,2015-07-08,5,2,2,5,1
15077,1,16,17,22,28,2,9,3,9859169.0,114,133076.0,- -,1410707518,2015-07-06,15,1,5,6,7
15076,3,19,21,31,34,5,12,4,16000000.0,45,399025.0,- -,1407154321,2015-07-04,16,2,10,3,7
15075,13,14,26,27,33,10,12,1,10000000.0,40,444640.0,- -,1400549959,2015-07-01,1,12,1,6,2
15074,1,12,21,27,33,4,9,0,0.0,36,495459.0,- -,1369791223,2015-06-29,11,9,6,6,5
15073,9,26,27,30,34,1,6,5,14034668.0,56,298060.0,- -,1328502863,2015-06-27,17,1,3,4,5
